0.000000	1.000000
0.012500	1.000156
0.025000	1.000627
0.037500	1.001414
0.050000	1.002520
0.062500	1.003947
0.075000	1.005697
0.087500	1.007773
0.100000	1.010176
0.112500	1.012910
0.125000	1.015977
0.137500	1.019380
0.150000	1.023122
0.162500	1.027205
0.175000	1.031632
0.187500	1.036407
0.200000	1.041531
0.212500	1.047010
0.225000	1.052845
0.237500	1.059041
0.250000	1.065600
0.262500	1.072526
0.275000	1.079823
0.287500	1.087494
0.300000	1.095544
0.312500	1.103975
0.325000	1.112793
0.337500	1.122001
0.350000	1.131603
0.362500	1.141603
0.375000	1.152007
0.387500	1.162818
0.400000	1.174040
0.412500	1.185679
0.425000	1.197740
0.437500	1.210227
0.450000	1.223144
0.462500	1.236498
0.475000	1.250293
0.487500	1.264535
0.500000	1.279229
0.512500	1.294380
0.525000	1.309994
0.537500	1.326077
0.550000	1.342635
0.562500	1.359673
0.575000	1.377198
0.587500	1.395216
0.600000	1.413733
0.612500	1.432755
0.625000	1.452290
0.637500	1.472343
0.650000	1.492923
0.662500	1.514034
0.675000	1.535686
0.687500	1.557884
0.700000	1.580636
0.712500	1.603950
0.725000	1.627833
0.737500	1.652293
0.750000	1.677337
0.762500	1.702975
0.775000	1.729214
0.787500	1.756062
0.800000	1.783527
0.812500	1.811619
0.825000	1.840347
0.837500	1.869718
0.850000	1.899743
0.862500	1.930429
0.875000	1.961788
0.887500	1.993828
0.900000	2.026559
0.912500	2.059991
0.925000	2.094134
0.937500	2.128998
0.950000	2.164594
0.962500	2.200932
0.975000	2.238023
0.987500	2.275878
1.000000	2.314508
1.012500	2.353924
1.025000	2.394138
1.037500	2.435162
1.050000	2.477007
1.062500	2.519685
1.075000	2.563210
1.087500	2.607592
1.100000	2.652846
1.112500	2.698984
1.125000	2.746018
1.137500	2.793963
1.150000	2.842831
1.162500	2.892638
1.175000	2.943396
1.187500	2.995119
1.200000	3.047823
1.212500	3.101522
1.225000	3.156231
1.237500	3.211965
1.250000	3.268739
1.262500	3.326570
1.275000	3.385472
1.287500	3.445462
1.300000	3.506557
1.312500	3.568773
1.325000	3.632127
1.337500	3.696637
1.350000	3.762319
1.362500	3.829192
1.375000	3.897273
1.387500	3.966582
1.400000	4.037136
1.412500	4.108954
1.425000	4.182055
1.437500	4.256460
1.450000	4.332188
1.462500	4.409259
1.475000	4.487693
1.487500	4.567511
1.500000	4.648734
1.512500	4.731384
1.525000	4.815482
1.537500	4.901051
1.550000	4.988112
1.562500	5.076689
1.575000	5.166804
1.587500	5.258482
1.600000	5.351745
1.612500	5.446618
1.625000	5.543126
1.637500	5.641294
1.650000	5.741146
1.662500	5.842709
1.675000	5.946009
1.687500	6.051072
1.700000	6.157925
1.712500	6.266595
1.725000	6.377111
1.737500	6.489499
1.750000	6.603790
1.762500	6.720012
1.775000	6.838194
1.787500	6.958366
1.800000	7.080559
1.812500	7.204804
1.825000	7.331131
1.837500	7.459573
1.850000	7.590162
1.862500	7.722930
1.875000	7.857912
1.887500	7.995139
1.900000	8.134648
1.912500	8.276472
1.925000	8.420648
1.937500	8.567210
1.950000	8.716195
1.962500	8.867640
1.975000	9.021583
1.987500	9.178061
2.000000	9.337113
