0.000000	1.000000
0.050000	1.002500
0.100000	1.010131
0.150000	1.023048
0.200000	1.041423
0.250000	1.065452
0.300000	1.095351
0.350000	1.131359
0.400000	1.173740
0.450000	1.222781
0.500000	1.278795
0.550000	1.342123
0.600000	1.413136
0.650000	1.492231
0.700000	1.579842
0.750000	1.676430
0.800000	1.782497
0.850000	1.898578
0.900000	2.025248
0.950000	2.163124
1.000000	2.312865
1.050000	2.475176
1.100000	2.650812
1.150000	2.840576
1.200000	3.045329
1.250000	3.265986
1.300000	3.503524
1.350000	3.758983
1.400000	4.033472
1.450000	4.328171
1.500000	4.644335
1.550000	4.983301
1.600000	5.346490
1.650000	5.735413
1.700000	6.151675
1.750000	6.596984
1.800000	7.073154
1.850000	7.582112
1.900000	8.125904
1.950000	8.706704
2.000000	9.326819
